"Unnamed Access","Unnamed Access"
后台活动管理,后台活动管理
"fas fa-history","fas fa-history"
查看管理员在后台的操作,查看管理员在后台的操作
后台活动历史,后台活动历史
查看后台活动历史,查看后台活动历史
删除日志,删除日志
"fas fa-trash","fas fa-trash"
后台活动详情,后台活动详情
"fas fa-eye","fas fa-eye"
查看后台活动详情,查看后台活动详情
管理员访问日志,管理员访问日志
管理员访问日志，协助管理员了解用户访问情况，帮助管理员快速定位问题。,管理员访问日志，协助管理员了解用户访问情况，帮助管理员快速定位问题。
删除,删除
记录ID,记录ID
请求ID,请求ID
操作人,操作人
操作名,操作名
业务对象,业务对象
业务动作,业务动作
业务数据,业务数据
主机,主机
路径,路径
模块,模块
URL,URL
请求方式,请求方式
请求参数,请求参数
请求数据,请求数据
IP地址,IP地址
用户代理,用户代理
响应代码,响应代码
响应时间,响应时间
请求时间,请求时间
操作,操作
复制成功,复制成功
查看数据,查看数据
查看日志数据,查看日志数据
"""Unnamed Access""","Unnamed Access"
